transaction_id,transaction_date,customer_id,product_category,product_name,quantity,unit_price,total_amount,payment_method,region
TXN102963,2025-02-24,CUST946,FMCG,Aashirvaad Atta,3,65,195,UPI,Chennai
TXN102964,2025-03-28,CUST775,Personal Care,Vivel Soap,1,35,35,UPI,Chennai
TXN102965,2025-01-21,CUST413,Personal Care,Vivel Soap,3,35,105,UPI,Hyderabad
TXN102966,2025-02-19,CUST781,Snacks,Bingo Chips,3,20,60,Cash,Hyderabad
TXN102967,2025-04-08,CUST399,Snacks,Bingo Mad Angles,2,25,50,UPI,Bangalore
TXN102968,2025-03-08,CUST282,Personal Care,Vivel Soap,2,35,70,UPI,Delhi
TXN102969,2025-05-15,CUST850,Snacks,Bingo Mad Angles,1,25,25,UPI,Mumbai
TXN102970,2025-03-29,CUST204,FMCG,Aashirvaad Atta,4,65,260,Cash,Mumbai
TXN102971,2025-05-13,CUST331,FMCG,Aashirvaad Atta,4,65,260,Cash,Chennai
TXN102972,2025-04-03,CUST986,Personal Care,Vivel Soap,2,35,70,Cash,Hyderabad
TXN102973,2025-01-19,CUST305,Beverages,Sunbean Coffee,3,180,540,Card,Chennai
TXN102974,2025-05-15,CUST988,Snacks,Bingo Chips,3,20,60,Cash,Hyderabad
TXN102975,2025-05-10,CUST537,Personal Care,Vivel Soap,4,35,140,Card,Mumbai
TXN102976,2025-03-13,CUST694,Personal Care,Savlon Sanitizer,3,70,210,Card,Mumbai
TXN102977,2025-01-24,CUST948,Snacks,Bingo Chips,1,20,20,Card,Delhi
TXN102978,2025-05-26,CUST475,Snacks,Bingo Mad Angles,4,25,100,UPI,Mumbai
TXN102979,2025-01-15,CUST277,FMCG,Aashirvaad Atta,1,65,65,Card,Mumbai
TXN102980,2025-04-22,CUST102,Personal Care,Savlon Handwash,1,95,95,Card,Chennai
TXN102981,2025-01-29,CUST685,Beverages,B Natural Juice,1,40,40,UPI,Hyderabad
TXN102982,2025-05-10,CUST389,FMCG,Aashirvaad Atta,3,65,195,UPI,Bangalore
TXN102983,2025-06-14,CUST174,FMCG,Aashirvaad Atta,5,65,325,Card,Hyderabad
TXN102984,2025-06-17,CUST205,Beverages,B Natural Juice,4,40,160,Cash,Mumbai
TXN102985,2025-03-10,CUST286,Personal Care,Savlon Sanitizer,4,70,280,UPI,Chennai
TXN102986,2025-05-22,CUST249,FMCG,Aashirvaad Atta,3,65,195,Cash,Delhi
TXN102987,2025-04-27,CUST227,Personal Care,Savlon Handwash,4,95,380,Card,Delhi
TXN102988,2025-06-08,CUST101,FMCG,Aashirvaad Atta,2,65,130,UPI,Chennai
TXN102989,2025-03-21,CUST651,Beverages,Sunbean Coffee,1,180,180,Cash,Kolkata
TXN102990,2025-06-13,CUST850,Personal Care,Savlon Handwash,2,95,190,UPI,Delhi
TXN102991,2025-06-27,CUST879,Beverages,B Natural Juice,2,40,80,UPI,Bangalore
TXN102992,2025-05-13,CUST226,FMCG,Aashirvaad Atta,1,65,65,Card,Kolkata
TXN102993,2025-04-06,CUST734,Snacks,Bingo Chips,1,20,20,Card,Kolkata
TXN102994,2025-05-04,CUST169,FMCG,Aashirvaad Atta,4,65,260,UPI,Bangalore
TXN102995,2025-02-10,CUST965,Personal Care,Savlon Sanitizer,1,70,70,UPI,Kolkata
TXN102996,2025-02-10,CUST971,Personal Care,Savlon Sanitizer,5,70,350,Cash,Bangalore
TXN102997,2025-04-28,CUST984,Snacks,Bingo Chips,4,20,80,Cash,Bangalore
TXN102998,2025-05-03,CUST338,Snacks,Bingo Mad Angles,4,25,100,Card,Mumbai
TXN102999,2025-01-12,CUST911,Snacks,Bingo Mad Angles,1,25,25,Card,Hyderabad
TXN103000,2025-02-23,CUST299,Beverages,B Natural Juice,5,40,200,Cash,Hyderabad
TXN103001,2025-05-04,CUST382,Snacks,Bingo Mad Angles,5,25,125,Card,Delhi
TXN103002,2025-05-05,CUST484,Personal Care,Savlon Handwash,4,95,380,Cash,Hyderabad
TXN103003,2025-02-23,CUST268,Beverages,B Natural Juice,4,40,160,Cash,Mumbai
TXN103004,2025-01-14,CUST656,Snacks,Bingo Mad Angles,1,25,25,Card,Delhi
TXN103005,2025-04-18,CUST991,Personal Care,Vivel Soap,5,35,175,Cash,Hyderabad
TXN103006,2025-05-03,CUST383,Personal Care,Savlon Sanitizer,1,70,70,Cash,Delhi
TXN103007,2025-06-28,CUST465,Personal Care,Savlon Handwash,1,95,95,Card,Hyderabad
TXN103008,2025-05-21,CUST183,Personal Care,Savlon Handwash,4,95,380,UPI,Kolkata
TXN103009,2025-05-14,CUST555,Personal Care,Vivel Soap,4,35,140,Cash,Chennai
TXN103010,2025-01-12,CUST771,Beverages,B Natural Juice,2,40,80,UPI,Kolkata
TXN103011,2025-01-14,CUST219,Personal Care,Savlon Handwash,4,95,380,Card,Kolkata
TXN103012,2025-06-11,CUST201,FMCG,Aashirvaad Atta,5,65,325,Cash,Kolkata
TXN103013,2025-06-02,CUST655,Snacks,Bingo Mad Angles,4,25,100,Card,Bangalore
TXN103014,2025-01-20,CUST254,Personal Care,Vivel Soap,4,35,140,Card,Kolkata
TXN103015,2025-01-28,CUST865,FMCG,Aashirvaad Atta,3,65,195,Card,Kolkata
TXN103016,2025-04-01,CUST797,Personal Care,Savlon Sanitizer,2,70,140,Cash,Kolkata
TXN103017,2025-01-31,CUST471,Personal Care,Vivel Soap,4,35,140,UPI,Mumbai
TXN103018,2025-04-22,CUST828,Beverages,Sunbean Coffee,2,180,360,Card,Bangalore
TXN103019,2025-03-20,CUST394,Snacks,Bingo Mad Angles,3,25,75,Cash,Delhi
TXN103020,2025-05-03,CUST774,FMCG,Aashirvaad Atta,4,65,260,Card,Delhi
TXN103021,2025-02-05,CUST609,Personal Care,Savlon Sanitizer,3,70,210,Cash,Kolkata
TXN103022,2025-03-07,CUST132,Snacks,Bingo Mad Angles,4,25,100,UPI,Kolkata
TXN103023,2025-01-20,CUST297,Beverages,Sunbean Coffee,3,180,540,Cash,Delhi
TXN103024,2025-05-16,CUST797,Beverages,Sunbean Coffee,1,180,180,Cash,Delhi
TXN103025,2025-04-29,CUST921,Personal Care,Vivel Soap,3,35,105,Card,Chennai
TXN103026,2025-02-27,CUST203,Beverages,B Natural Juice,3,40,120,Card,Hyderabad
TXN103027,2025-02-17,CUST961,Beverages,Sunbean Coffee,4,180,720,Card,Hyderabad
TXN103028,2025-05-08,CUST756,Personal Care,Savlon Sanitizer,2,70,140,UPI,Delhi
TXN103029,2025-01-28,CUST405,Beverages,B Natural Juice,3,40,120,Card,Delhi
TXN103030,2025-02-12,CUST861,Personal Care,Savlon Handwash,5,95,475,UPI,Bangalore
TXN103031,2025-03-24,CUST634,Personal Care,Savlon Sanitizer,4,70,280,Card,Mumbai
TXN103032,2025-04-23,CUST737,Personal Care,Savlon Handwash,3,95,285,Card,Kolkata
TXN103033,2025-06-21,CUST230,Personal Care,Vivel Soap,3,35,105,UPI,Bangalore
TXN103034,2025-01-10,CUST255,Beverages,Sunbean Coffee,2,180,360,Card,Chennai
TXN103035,2025-03-01,CUST424,Snacks,Bingo Mad Angles,3,25,75,Cash,Hyderabad
TXN103036,2025-02-19,CUST623,Personal Care,Savlon Handwash,3,95,285,Card,Chennai
TXN103037,2025-01-08,CUST782,Snacks,Bingo Chips,3,20,60,UPI,Chennai
TXN103038,2025-02-27,CUST732,Snacks,Bingo Chips,5,20,100,UPI,Kolkata
TXN103039,2025-04-20,CUST614,Beverages,Sunbean Coffee,3,180,540,UPI,Kolkata
TXN103040,2025-04-28,CUST759,FMCG,Aashirvaad Atta,2,65,130,Cash,Hyderabad
TXN103041,2025-05-22,CUST875,Beverages,Sunbean Coffee,4,180,720,Card,Chennai
TXN103042,2025-05-15,CUST975,Snacks,Bingo Mad Angles,3,25,75,Cash,Chennai
TXN103043,2025-03-20,CUST517,Personal Care,Savlon Handwash,1,95,95,Card,Mumbai
TXN103044,2025-06-18,CUST188,Personal Care,Vivel Soap,5,35,175,Card,Bangalore
TXN103045,2025-01-09,CUST839,Beverages,Sunbean Coffee,2,180,360,UPI,Chennai
TXN103046,2025-02-23,CUST373,FMCG,Aashirvaad Atta,2,65,130,Cash,Delhi
TXN103047,2025-02-17,CUST393,Snacks,Bingo Mad Angles,4,25,100,Card,Kolkata
TXN103048,2025-01-05,CUST898,Snacks,Bingo Chips,5,20,100,Cash,Mumbai
TXN103049,2025-05-11,CUST581,Beverages,B Natural Juice,2,40,80,Card,Bangalore
TXN103050,2025-05-04,CUST455,FMCG,Aashirvaad Atta,4,65,260,Card,Delhi
TXN103051,2025-02-23,CUST545,Snacks,Bingo Chips,2,20,40,UPI,Bangalore
TXN103052,2025-01-23,CUST823,Personal Care,Savlon Handwash,3,95,285,Card,Kolkata
TXN103053,2025-05-18,CUST851,Personal Care,Vivel Soap,2,35,70,Cash,Hyderabad
TXN103054,2025-01-31,CUST648,Personal Care,Savlon Sanitizer,1,70,70,Card,Mumbai
TXN103055,2025-04-13,CUST371,Beverages,Sunbean Coffee,4,180,720,Cash,Chennai
TXN103056,2025-01-03,CUST392,FMCG,Aashirvaad Atta,3,65,195,Card,Bangalore
TXN103057,2025-05-13,CUST396,Beverages,B Natural Juice,5,40,200,UPI,Chennai
TXN103058,2025-02-06,CUST758,Personal Care,Savlon Sanitizer,3,70,210,Cash,Bangalore
TXN103059,2025-04-30,CUST470,Beverages,B Natural Juice,5,40,200,Card,Hyderabad
TXN103060,2025-01-26,CUST580,Snacks,Bingo Chips,4,20,80,Card,Chennai
TXN103061,2025-01-03,CUST273,Beverages,B Natural Juice,5,40,200,Cash,Mumbai
TXN103062,2025-01-28,CUST518,FMCG,Aashirvaad Atta,1,65,65,UPI,Chennai
TXN103063,2025-01-25,CUST532,FMCG,Aashirvaad Atta,3,65,195,Card,Kolkata
TXN103064,2025-05-18,CUST707,Snacks,Bingo Mad Angles,4,25,100,Card,Bangalore
TXN103065,2025-05-20,CUST261,Personal Care,Savlon Handwash,1,95,95,Card,Delhi
TXN103066,2025-03-20,CUST103,Personal Care,Savlon Sanitizer,3,70,210,UPI,Mumbai
TXN103067,2025-01-10,CUST765,Personal Care,Savlon Handwash,1,95,95,Cash,Delhi
TXN103068,2025-05-27,CUST181,Beverages,B Natural Juice,2,40,80,Cash,Mumbai
TXN103069,2025-01-27,CUST601,Beverages,B Natural Juice,2,40,80,UPI,Mumbai
TXN103070,2025-06-11,CUST190,Beverages,B Natural Juice,4,40,160,Cash,Chennai
TXN103071,2025-01-28,CUST838,Beverages,Sunbean Coffee,2,180,360,UPI,Bangalore
TXN103072,2025-01-14,CUST516,Snacks,Bingo Mad Angles,3,25,75,Cash,Hyderabad
TXN103073,2025-06-14,CUST242,Beverages,B Natural Juice,4,40,160,UPI,Mumbai
TXN103074,2025-01-20,CUST666,Personal Care,Savlon Sanitizer,4,70,280,UPI,Mumbai
TXN103075,2025-04-01,CUST597,FMCG,Aashirvaad Atta,2,65,130,UPI,Mumbai
TXN103076,2025-04-22,CUST372,Personal Care,Savlon Handwash,1,95,95,Card,Mumbai
TXN103077,2025-03-23,CUST633,Beverages,Sunbean Coffee,2,180,360,Cash,Bangalore
TXN103078,2025-06-22,CUST962,Snacks,Bingo Chips,1,20,20,Card,Bangalore
TXN103079,2025-01-18,CUST896,FMCG,Aashirvaad Atta,2,65,130,Card,Delhi
TXN103080,2025-03-14,CUST582,Personal Care,Savlon Sanitizer,4,70,280,Card,Mumbai
TXN103081,2025-05-06,CUST312,Beverages,Sunbean Coffee,1,180,180,Card,Delhi
TXN103082,2025-04-05,CUST793,Snacks,Bingo Mad Angles,1,25,25,Card,Delhi
TXN103083,2025-05-19,CUST442,Beverages,Sunbean Coffee,5,180,900,Card,Delhi
TXN103084,2025-04-09,CUST620,Personal Care,Savlon Handwash,1,95,95,UPI,Hyderabad
TXN103085,2025-05-02,CUST422,Beverages,B Natural Juice,3,40,120,UPI,Kolkata
TXN103086,2025-05-17,CUST840,Personal Care,Vivel Soap,2,35,70,Card,Hyderabad
TXN103087,2025-05-07,CUST314,Beverages,Sunbean Coffee,5,180,900,UPI,Mumbai
TXN103088,2025-04-25,CUST594,Snacks,Bingo Chips,4,20,80,Cash,Chennai
TXN103089,2025-05-12,CUST319,Personal Care,Vivel Soap,1,35,35,UPI,Kolkata
TXN103090,2025-05-02,CUST406,Personal Care,Vivel Soap,5,35,175,Cash,Kolkata
TXN103091,2025-01-30,CUST446,Beverages,Sunbean Coffee,5,180,900,Card,Bangalore
TXN103092,2025-05-16,CUST730,Personal Care,Savlon Handwash,4,95,380,UPI,Kolkata
TXN103093,2025-02-02,CUST771,Personal Care,Vivel Soap,1,35,35,Cash,Bangalore
TXN103094,2025-02-28,CUST196,Beverages,Sunbean Coffee,1,180,180,Card,Mumbai
TXN103095,2025-06-07,CUST553,Personal Care,Savlon Sanitizer,4,70,280,Cash,Chennai
TXN103096,2025-01-07,CUST330,Snacks,Bingo Chips,1,20,20,UPI,Chennai
TXN103097,2025-06-21,CUST608,Snacks,Bingo Chips,1,20,20,Card,Delhi
TXN103098,2025-04-23,CUST247,Personal Care,Savlon Handwash,1,95,95,UPI,Chennai
TXN103099,2025-02-20,CUST482,Beverages,Sunbean Coffee,5,180,900,Cash,Mumbai
TXN103100,2025-03-06,CUST787,Beverages,Sunbean Coffee,1,180,180,Card,Hyderabad
TXN103101,2025-05-31,CUST217,Beverages,Sunbean Coffee,3,180,540,UPI,Delhi
TXN103102,2025-05-27,CUST897,Personal Care,Vivel Soap,3,35,105,Cash,Mumbai
TXN103103,2025-04-14,CUST776,FMCG,Aashirvaad Atta,2,65,130,Card,Kolkata
TXN103104,2025-01-07,CUST978,Beverages,B Natural Juice,1,40,40,Cash,Kolkata
TXN103105,2025-05-30,CUST107,Personal Care,Vivel Soap,4,35,140,Card,Kolkata
TXN103106,2025-01-02,CUST615,FMCG,Aashirvaad Atta,4,65,260,Card,Delhi
TXN103107,2025-06-10,CUST248,Beverages,B Natural Juice,1,40,40,Cash,Bangalore
TXN103108,2025-02-25,CUST237,Snacks,Bingo Chips,3,20,60,Cash,Mumbai
TXN103109,2025-01-26,CUST879,Personal Care,Savlon Sanitizer,4,70,280,UPI,Bangalore
TXN103110,2025-04-23,CUST903,FMCG,Aashirvaad Atta,1,65,65,Card,Kolkata
TXN103111,2025-05-09,CUST291,FMCG,Aashirvaad Atta,3,65,195,Card,Bangalore
TXN103112,2025-03-29,CUST508,Snacks,Bingo Chips,3,20,60,Card,Delhi
TXN103113,2025-06-13,CUST916,Snacks,Bingo Chips,1,20,20,UPI,Bangalore
TXN103114,2025-03-16,CUST478,Snacks,Bingo Mad Angles,4,25,100,Card,Kolkata
TXN103115,2025-04-20,CUST965,Beverages,B Natural Juice,4,40,160,Cash,Delhi
TXN103116,2025-04-08,CUST847,Beverages,Sunbean Coffee,2,180,360,Cash,Mumbai
TXN103117,2025-03-13,CUST745,Personal Care,Savlon Sanitizer,3,70,210,Cash,Hyderabad
TXN103118,2025-06-26,CUST859,Beverages,B Natural Juice,1,40,40,Cash,Bangalore
TXN103119,2025-05-16,CUST411,Snacks,Bingo Chips,3,20,60,Cash,Mumbai
TXN103120,2025-04-17,CUST633,Personal Care,Savlon Handwash,1,95,95,UPI,Hyderabad
TXN103121,2025-03-26,CUST310,Personal Care,Savlon Sanitizer,3,70,210,UPI,Delhi
TXN103122,2025-06-02,CUST157,Snacks,Bingo Mad Angles,4,25,100,Cash,Chennai
TXN103123,2025-03-01,CUST122,FMCG,Aashirvaad Atta,1,65,65,UPI,Mumbai
TXN103124,2025-02-10,CUST345,Personal Care,Vivel Soap,1,35,35,UPI,Kolkata
TXN103125,2025-04-08,CUST191,Personal Care,Savlon Sanitizer,3,70,210,Card,Mumbai
TXN103126,2025-06-30,CUST402,Snacks,Bingo Chips,4,20,80,Card,Chennai
TXN103127,2025-05-31,CUST981,Personal Care,Vivel Soap,2,35,70,Card,Bangalore
TXN103128,2025-06-01,CUST252,Personal Care,Savlon Handwash,1,95,95,UPI,Delhi
TXN103129,2025-06-07,CUST929,Snacks,Bingo Mad Angles,3,25,75,Card,Kolkata
TXN103130,2025-02-07,CUST230,Snacks,Bingo Mad Angles,2,25,50,Cash,Kolkata
TXN103131,2025-03-08,CUST606,Personal Care,Savlon Handwash,4,95,380,UPI,Delhi
TXN103132,2025-04-25,CUST259,Snacks,Bingo Mad Angles,5,25,125,Card,Mumbai
TXN103133,2025-02-13,CUST951,FMCG,Aashirvaad Atta,2,65,130,Cash,Mumbai
TXN103134,2025-03-12,CUST443,FMCG,Aashirvaad Atta,1,65,65,Card,Chennai
TXN103135,2025-03-11,CUST964,Personal Care,Savlon Sanitizer,1,70,70,Card,Hyderabad
TXN103136,2025-03-22,CUST545,Snacks,Bingo Mad Angles,3,25,75,Cash,Bangalore
TXN103137,2025-05-20,CUST410,FMCG,Aashirvaad Atta,5,65,325,Card,Hyderabad
TXN103138,2025-04-20,CUST694,Snacks,Bingo Mad Angles,1,25,25,Card,Chennai
TXN103139,2025-02-15,CUST320,Personal Care,Vivel Soap,1,35,35,Card,Mumbai
TXN103140,2025-02-09,CUST390,Personal Care,Savlon Sanitizer,3,70,210,UPI,Delhi
TXN103141,2025-06-29,CUST696,FMCG,Aashirvaad Atta,3,65,195,Card,Delhi
TXN103142,2025-04-19,CUST240,Personal Care,Vivel Soap,1,35,35,Card,Bangalore
TXN103143,2025-05-21,CUST502,Snacks,Bingo Mad Angles,3,25,75,Cash,Hyderabad
TXN103144,2025-04-10,CUST395,Snacks,Bingo Chips,4,20,80,Cash,Delhi
TXN103145,2025-05-31,CUST970,Personal Care,Vivel Soap,4,35,140,Cash,Mumbai
TXN103146,2025-02-26,CUST203,Snacks,Bingo Chips,4,20,80,UPI,Hyderabad
TXN103147,2025-04-13,CUST632,Snacks,Bingo Chips,4,20,80,Card,Chennai
TXN103148,2025-05-03,CUST625,Personal Care,Savlon Sanitizer,5,70,350,Card,Hyderabad
TXN103149,2025-06-30,CUST601,Personal Care,Vivel Soap,5,35,175,Cash,Hyderabad
TXN103150,2025-04-17,CUST484,Beverages,Sunbean Coffee,2,180,360,Cash,Chennai
TXN103151,2025-03-03,CUST290,FMCG,Aashirvaad Atta,5,65,325,UPI,Bangalore
TXN103152,2025-05-08,CUST559,Snacks,Bingo Chips,1,20,20,Card,Bangalore
TXN103153,2025-03-24,CUST657,Snacks,Bingo Mad Angles,1,25,25,UPI,Chennai
TXN103154,2025-06-28,CUST916,Personal Care,Vivel Soap,5,35,175,UPI,Delhi
TXN103155,2025-04-13,CUST768,Beverages,B Natural Juice,5,40,200,UPI,Delhi
TXN103156,2025-01-30,CUST392,FMCG,Aashirvaad Atta,2,65,130,Cash,Delhi
TXN103157,2025-05-25,CUST654,Snacks,Bingo Chips,1,20,20,Card,Chennai
TXN103158,2025-02-02,CUST185,Snacks,Bingo Chips,3,20,60,Cash,Kolkata
TXN103159,2025-06-02,CUST128,Beverages,B Natural Juice,4,40,160,Card,Hyderabad
TXN103160,2025-01-29,CUST785,Personal Care,Vivel Soap,4,35,140,Card,Delhi
TXN103161,2025-01-06,CUST531,FMCG,Aashirvaad Atta,2,65,130,UPI,Bangalore
TXN103162,2025-06-09,CUST818,Beverages,Sunbean Coffee,4,180,720,UPI,Bangalore
TXN103163,2025-05-01,CUST497,Beverages,Sunbean Coffee,3,180,540,UPI,Hyderabad
TXN103164,2025-06-20,CUST553,Personal Care,Vivel Soap,5,35,175,UPI,Delhi
TXN103165,2025-05-06,CUST470,Personal Care,Savlon Sanitizer,2,70,140,UPI,Delhi
TXN103166,2025-03-25,CUST800,Beverages,Sunbean Coffee,4,180,720,Cash,Mumbai
TXN103167,2025-01-11,CUST871,Personal Care,Vivel Soap,2,35,70,UPI,Bangalore
TXN103168,2025-04-29,CUST104,Snacks,Bingo Chips,2,20,40,Card,Kolkata
TXN103169,2025-04-10,CUST242,Snacks,Bingo Mad Angles,5,25,125,UPI,Bangalore
TXN103170,2025-03-24,CUST714,Snacks,Bingo Mad Angles,2,25,50,Card,Delhi
TXN103171,2025-05-06,CUST390,Beverages,Sunbean Coffee,4,180,720,Cash,Kolkata
TXN103172,2025-06-21,CUST848,Snacks,Bingo Mad Angles,4,25,100,Card,Mumbai
TXN103173,2025-05-19,CUST200,Personal Care,Vivel Soap,1,35,35,UPI,Hyderabad
TXN103174,2025-06-27,CUST455,Snacks,Bingo Mad Angles,4,25,100,UPI,Bangalore
TXN103175,2025-03-18,CUST321,Snacks,Bingo Chips,1,20,20,Card,Mumbai
TXN103176,2025-03-03,CUST498,Beverages,B Natural Juice,3,40,120,Cash,Mumbai
TXN103177,2025-01-19,CUST388,Snacks,Bingo Chips,2,20,40,Card,Bangalore
TXN103178,2025-05-08,CUST834,Snacks,Bingo Mad Angles,4,25,100,Card,Mumbai
TXN103179,2025-06-15,CUST282,Beverages,B Natural Juice,5,40,200,Card,Bangalore
TXN103180,2025-01-18,CUST473,Personal Care,Savlon Handwash,1,95,95,Cash,Chennai
TXN103181,2025-04-12,CUST249,Beverages,Sunbean Coffee,2,180,360,Cash,Mumbai
TXN103182,2025-02-04,CUST388,Personal Care,Savlon Handwash,2,95,190,Cash,Hyderabad
TXN103183,2025-03-20,CUST264,Beverages,Sunbean Coffee,2,180,360,Cash,Chennai
TXN103184,2025-06-27,CUST864,Beverages,B Natural Juice,1,40,40,UPI,Hyderabad
TXN103185,2025-01-23,CUST213,Beverages,B Natural Juice,5,40,200,UPI,Delhi
TXN103186,2025-06-14,CUST243,FMCG,Aashirvaad Atta,2,65,130,Card,Bangalore
TXN103187,2025-01-11,CUST106,Personal Care,Savlon Handwash,3,95,285,UPI,Hyderabad
TXN103188,2025-02-11,CUST736,FMCG,Aashirvaad Atta,5,65,325,UPI,Kolkata
TXN103189,2025-05-18,CUST755,Beverages,B Natural Juice,3,40,120,Cash,Delhi
TXN103190,2025-04-08,CUST402,FMCG,Aashirvaad Atta,5,65,325,Card,Delhi
TXN103191,2025-05-12,CUST217,Personal Care,Savlon Handwash,4,95,380,UPI,Kolkata
TXN103192,2025-06-15,CUST463,Personal Care,Vivel Soap,4,35,140,UPI,Hyderabad
TXN103193,2025-05-22,CUST783,Snacks,Bingo Chips,2,20,40,Cash,Kolkata
TXN103194,2025-02-19,CUST834,Beverages,B Natural Juice,5,40,200,Card,Hyderabad
TXN103195,2025-01-12,CUST436,Snacks,Bingo Chips,4,20,80,UPI,Delhi
TXN103196,2025-04-19,CUST651,Snacks,Bingo Chips,4,20,80,Card,Hyderabad
TXN103197,2025-06-06,CUST780,Beverages,Sunbean Coffee,5,180,900,Cash,Mumbai
TXN103198,2025-06-13,CUST815,Snacks,Bingo Chips,4,20,80,Card,Mumbai
TXN103199,2025-02-10,CUST658,FMCG,Aashirvaad Atta,1,65,65,UPI,Kolkata
TXN103200,2025-01-21,CUST195,Personal Care,Savlon Handwash,5,95,475,Card,Kolkata
TXN103201,2025-02-07,CUST997,FMCG,Aashirvaad Atta,2,65,130,Card,Delhi
TXN103202,2025-04-20,CUST760,Personal Care,Savlon Handwash,1,95,95,UPI,Hyderabad
TXN103203,2025-06-10,CUST680,Personal Care,Vivel Soap,3,35,105,UPI,Delhi
TXN103204,2025-05-21,CUST935,Personal Care,Savlon Sanitizer,5,70,350,Cash,Hyderabad
TXN103205,2025-01-01,CUST275,Beverages,Sunbean Coffee,3,180,540,UPI,Bangalore
TXN103206,2025-04-13,CUST932,Snacks,Bingo Chips,2,20,40,Card,Mumbai
TXN103207,2025-06-17,CUST637,Beverages,B Natural Juice,5,40,200,UPI,Kolkata
TXN103208,2025-04-08,CUST809,FMCG,Aashirvaad Atta,3,65,195,UPI,Kolkata
TXN103209,2025-01-16,CUST473,FMCG,Aashirvaad Atta,3,65,195,UPI,Bangalore
TXN103210,2025-03-18,CUST829,Personal Care,Savlon Handwash,2,95,190,UPI,Kolkata
TXN103211,2025-01-20,CUST167,Personal Care,Savlon Sanitizer,2,70,140,Cash,Chennai
TXN103212,2025-04-26,CUST583,Snacks,Bingo Chips,1,20,20,Cash,Mumbai
TXN103213,2025-01-07,CUST132,Personal Care,Vivel Soap,5,35,175,UPI,Bangalore
TXN103214,2025-02-10,CUST383,Beverages,B Natural Juice,4,40,160,Cash,Chennai
TXN103215,2025-06-19,CUST847,FMCG,Aashirvaad Atta,4,65,260,Cash,Chennai
TXN103216,2025-01-27,CUST386,FMCG,Aashirvaad Atta,4,65,260,UPI,Delhi
TXN103217,2025-01-22,CUST884,Personal Care,Savlon Handwash,4,95,380,Card,Chennai
TXN103218,2025-02-02,CUST741,FMCG,Aashirvaad Atta,5,65,325,Card,Bangalore
TXN103219,2025-05-03,CUST705,Personal Care,Savlon Handwash,5,95,475,UPI,Delhi
TXN103220,2025-04-14,CUST472,Personal Care,Savlon Handwash,2,95,190,UPI,Mumbai
TXN103221,2025-06-03,CUST333,Personal Care,Savlon Sanitizer,5,70,350,Card,Delhi
TXN103222,2025-03-10,CUST689,Snacks,Bingo Chips,1,20,20,UPI,Hyderabad
TXN103223,2025-03-05,CUST187,Beverages,Sunbean Coffee,4,180,720,Cash,Delhi
TXN103224,2025-06-11,CUST885,Personal Care,Savlon Sanitizer,1,70,70,Card,Delhi
TXN103225,2025-05-12,CUST109,Personal Care,Savlon Handwash,5,95,475,UPI,Bangalore
TXN103226,2025-03-10,CUST286,Personal Care,Savlon Handwash,3,95,285,UPI,Bangalore
TXN103227,2025-01-17,CUST855,FMCG,Aashirvaad Atta,1,65,65,Cash,Hyderabad
TXN103228,2025-05-01,CUST165,Snacks,Bingo Mad Angles,5,25,125,UPI,Kolkata
TXN103229,2025-05-25,CUST196,Personal Care,Savlon Sanitizer,2,70,140,UPI,Bangalore
TXN103230,2025-01-17,CUST117,Snacks,Bingo Mad Angles,1,25,25,Card,Bangalore
TXN103231,2025-06-17,CUST255,Snacks,Bingo Mad Angles,5,25,125,Card,Chennai
TXN103232,2025-04-19,CUST690,Snacks,Bingo Mad Angles,5,25,125,Cash,Chennai
TXN103233,2025-04-24,CUST581,Snacks,Bingo Chips,1,20,20,Cash,Mumbai
TXN103234,2025-03-30,CUST746,Snacks,Bingo Chips,5,20,100,Cash,Hyderabad
TXN103235,2025-02-08,CUST341,Personal Care,Vivel Soap,5,35,175,Cash,Chennai
TXN103236,2025-05-03,CUST362,FMCG,Aashirvaad Atta,3,65,195,UPI,Hyderabad
TXN103237,2025-04-02,CUST201,Personal Care,Savlon Handwash,5,95,475,UPI,Hyderabad
TXN103238,2025-01-08,CUST501,Snacks,Bingo Chips,3,20,60,Cash,Delhi
TXN103239,2025-06-06,CUST103,Personal Care,Savlon Sanitizer,3,70,210,Cash,Hyderabad
TXN103240,2025-04-09,CUST920,Personal Care,Savlon Sanitizer,4,70,280,UPI,Chennai
TXN103241,2025-05-05,CUST632,Beverages,Sunbean Coffee,5,180,900,UPI,Hyderabad
TXN103242,2025-03-07,CUST705,FMCG,Aashirvaad Atta,3,65,195,Cash,Kolkata
TXN103243,2025-03-30,CUST921,Personal Care,Savlon Sanitizer,2,70,140,UPI,Bangalore
TXN103244,2025-05-20,CUST796,Personal Care,Savlon Sanitizer,3,70,210,Cash,Chennai
TXN103245,2025-03-26,CUST665,Beverages,Sunbean Coffee,3,180,540,Card,Mumbai
TXN103246,2025-06-08,CUST845,Snacks,Bingo Chips,1,20,20,UPI,Mumbai
TXN103247,2025-06-15,CUST220,Personal Care,Savlon Handwash,1,95,95,UPI,Chennai
TXN103248,2025-02-11,CUST694,Snacks,Bingo Chips,4,20,80,UPI,Kolkata
TXN103249,2025-03-02,CUST728,Beverages,Sunbean Coffee,1,180,180,Cash,Kolkata
TXN103250,2025-01-07,CUST890,Snacks,Bingo Mad Angles,3,25,75,Cash,Hyderabad
